head,relation,tail
蜂窝麻面,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
蜂窝麻面,appear_on_location,接口处
蜂窝麻面,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
蜂窝麻面,appear_on_location,外侧拱部
蜂窝麻面,has_Measures,质量检查表
蜂窝麻面,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
蜂窝麻面,has_Measures,监理抽检
蜂窝麻面,affect_compnent,钢筋笼骨架
蜂窝麻面,affect_compnent,钢筋骨架
蜂窝麻面,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
蜂窝麻面,has_Measures,质量验收记录
蜂窝麻面,has_Measures,质量员复核
蜂窝麻面,affect_compnent,管片
蜂窝麻面,affect_compnent,拱顶管片
蜂窝麻面,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
蜂窝麻面,appear_on_location,混凝土的切割端面
蜂窝麻面,appear_on_location,构件靠模的侧面
蜂窝麻面,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
蜂窝麻面,has_Measures,"二次振捣周边混凝土,以提高排气"
蜂窝麻面,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
蜂窝麻面,appear_on_location,止水槽侧面
蜂窝麻面,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
蜂窝麻面,has_Measures,建议对密封不严部位进行加固处理并上报监理。
蜂窝麻面,has_Measures,应立即开展掉角破损处复核并形成整改记录。
蜂窝麻面,appear_on_location,盾构始发段
蜂窝麻面,appear_on_location,左线三十环
蜂窝麻面,appear_on_location,3号盾构井
蜂窝麻面,appear_on_location,内面侧
蜂窝麻面,appear_on_location,下行线十五环
蜂窝麻面,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
蜂窝麻面,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
蜂窝麻面,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
蜂窝麻面,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
蜂窝麻面,appear_on_location,拱腰位置
蜂窝麻面,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
蜂窝麻面,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
蜂窝麻面,affect_compnent,终止环管片
蜂窝麻面,appear_on_location,右线十环
蜂窝麻面,affect_compnent,螺栓孔
蜂窝麻面,has_Measures,监理停工令
蜂窝麻面,appear_on_location,钢筋表面
蜂窝麻面,has_Measures,制定详细的验收标准及抽检计划
蜂窝麻面,has_Measures,钢筋要保持平直没有局部的弯折现象
蜂窝麻面,has_Measures,管片应按生产日期及型号排列堆放整齐
蜂窝麻面,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
蜂窝麻面,has_Measures,在混凝土浇注过程中还要密切观察
蜂窝麻面,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
蜂窝麻面,has_Measures,密实而不离析
蜂窝麻面,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
蜂窝麻面,appear_on_location,右线五十环
蜂窝麻面,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
蜂窝麻面,has_Measures,制定严格的升降温制度
蜂窝麻面,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
蜂窝麻面,appear_on_location,左线一环
蜂窝麻面,has_Measures,检漏检验：每50环抽查1块
蜂窝麻面,has_Measures,焊机工作电流不得大于300
蜂窝麻面,affect_compnent,焊丝盘
蜂窝麻面,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
蜂窝麻面,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
蜂窝麻面,appear_on_location,管片侧面
蜂窝麻面,appear_on_location,端面
蜂窝麻面,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
蜂窝麻面,appear_on_location,拱脚位置
蜂窝麻面,appear_on_location,上行线二十环
蜂窝麻面,has_Measures,监理旁站
蜂窝麻面,affect_compnent,止水条
蜂窝麻面,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
蜂窝麻面,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
蜂窝麻面,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
蜂窝麻面,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
蜂窝麻面,has_Measures,加强沟通做好交接班记录
蜂窝麻面,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
蜂窝麻面,appear_on_location,右线四十二环
蜂窝麻面,has_Measures,建议对渗漏水点进行加固处理并上报监理。
蜂窝麻面,appear_on_location,底板中部
蜂窝麻面,has_Measures,加大管理人员的现场监督力度
蜂窝麻面,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
蜂窝麻面,affect_compnent,拼缝
蜂窝麻面,appear_on_location,内弯弧面
蜂窝麻面,appear_on_location,右面端面
蜂窝麻面,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
蜂窝麻面,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
蜂窝麻面,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
蜂窝麻面,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
蜂窝麻面,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
蜂窝麻面,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
蜂窝麻面,has_Measures,模具必须采用专门的车辆进行运输
蜂窝麻面,affect_compnent,键槽管片
掉皮,cause_Problems,裂纹
掉皮,cause_Problems,气泡
掉皮,cause_Problems,蜂窝麻面
掉皮,cause_Problems,粘皮
掉皮,cause_Problems,粘连
掉皮,cause_Problems,空洞
掉皮,cause_Problems,蜂窝
掉皮,cause_Problems,缺棱掉角
掉皮,cause_Problems,蜂窝空洞
掉皮,cause_Problems,浮浆
掉皮,cause_Problems,龟裂纹
掉皮,cause_Problems,沉缩裂缝
掉皮,cause_Problems,缺角
掉皮,cause_Problems,螺栓
掉皮,cause_Problems,裂缝
掉皮,cause_Problems,露筋
掉皮,cause_Problems,翘曲
下料,use_material,浆液
下料,use_equipment,刀盘电机
下料,use_material,混凝土
下料,use_equipment,螺栓拧紧机
下料,control_Parameter,环片拼装间隙强度等级
下料,control_Parameter,温湿度
下料,cause_Hazards,端面破损
下料,use_equipment,液压千斤顶
下料,use_equipment,模具
下料,use_material,掺合料
下料,control_Parameter,配合比
下料,use_material,减水剂
下料,use_equipment,测量传感器
下料,cause_Hazards,偏位错台
下料,use_material,脱模剂
下料,use_material,水泥
下料,use_equipment,驱动电机
下料,control_Parameter,螺栓预紧力
下料,control_Parameter,拼装间隙厚度测量值
下料,use_equipment,注浆泵
下料,use_equipment,钢模
下料,use_material,外加剂
下料,cause_Hazards,接缝开裂
下料,control_Parameter,焊接时间
下料,control_Parameter,螺栓预紧力含量
下料,use_material,外加剂掺量
下料,use_material,钢筋间距
下料,use_material,止水带材质
下料,cause_Hazards,掉皮
下料,use_material,钢筋
下料,control_Parameter,螺栓预紧力强度等级
下料,control_Parameter,密封垫压缩量
下料,use_equipment,顶推油缸
下料,use_material,混凝土配合比
下料,control_Parameter,试压强度
下料,control_Parameter,设计强度
下料,use_material,粉煤灰
下料,use_material,钢筋保护层厚度
下料,control_Parameter,钢筋间距压力
下料,control_Parameter,螺栓预紧力压力
下料,use_equipment,振捣棒
下料,control_Parameter,温差
下料,control_Parameter,湿养强度
下料,cause_Hazards,孔洞缺陷
下料,control_Parameter,坍落度
下料,cause_Hazards,掉角破损
下料,cause_Hazards,密封不严
下料,control_Parameter,蒸发量
下料,use_material,防水材料
下料,control_Parameter,混凝土保护层含量
下料,control_Parameter,环片拼装间隙厚度测量值
下料,control_Parameter,水胶比
下料,control_Parameter,厚度
下料,use_equipment,振动器
下料,use_equipment,振动棒
下料,use_equipment,震动台
下料,control_Parameter,静停时间
下料,control_Parameter,振捣时间
下料,control_Parameter,水灰比
下料,control_Parameter,注浆压力
下料,use_equipment,土压传感器
下料,use_material,骨料
下料,use_material,钢纤维
下料,control_Parameter,螺栓预紧力厚度
下料,control_Parameter,处理时间
下料,control_Parameter,升降温速度
下料,control_Parameter,光面时间
下料,use_equipment,同步千斤顶
下料,use_equipment,蒸养罩
下料,use_equipment,拼装机
下料,control_Parameter,环片拼装间隙压力
下料,cause_Hazards,裂缝扩展
下料,use_material,橡胶
下料,control_Parameter,混凝土保护层厚度
下料,use_material,钢筋锈蚀
下料,use_material,浆液配比
下料,cause_Hazards,渗漏水
下料,control_Parameter,湿度
下料,control_Parameter,水养时间
下料,use_material,集料
下料,cause_Hazards,隧道漏水
下料,use_equipment,模板
下料,control_Parameter,湿度差
下料,control_Parameter,注浆量压力
下料,use_material,混凝土强度
下料,cause_Hazards,混凝土剥落
下料,control_Parameter,抗压强度
下料,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
下料,control_Parameter,环片拼装间隙厚度
下料,use_equipment,水泥厂
下料,use_material,助磨剂
下料,use_material,木钙
下料,control_Parameter,养护温度
钢筋笼骨架,has_Activity,振捣
钢筋笼骨架,has_Activity,粘模
钢筋笼骨架,has_Activity,下料
钢筋笼骨架,has_Activity,脱模
钢筋笼骨架,has_Activity,收面
钢筋笼骨架,has_Activity,养护
钢筋笼骨架,has_Activity,蒸汽养护
钢筋笼骨架,has_Activity,漫水养护
钢筋笼骨架,has_Activity,搅拌
钢筋笼骨架,has_Activity,浇筑
钢筋笼骨架,has_Activity,静停
钢筋笼骨架,has_Activity,蒸养
钢筋笼骨架,has_Activity,混凝土振捣
钢筋笼骨架,has_Activity,浇筑振捣
钢筋骨架,has_Activity,振捣
钢筋骨架,has_Activity,粘模
钢筋骨架,has_Activity,下料
钢筋骨架,has_Activity,脱模
钢筋骨架,has_Activity,收面
钢筋骨架,has_Activity,养护
钢筋骨架,has_Activity,蒸汽养护
钢筋骨架,has_Activity,漫水养护
钢筋骨架,has_Activity,搅拌
钢筋骨架,has_Activity,浇筑
钢筋骨架,has_Activity,静停
钢筋骨架,has_Activity,蒸养
钢筋骨架,has_Activity,混凝土振捣
钢筋骨架,has_Activity,浇筑振捣
管片,has_Activity,振捣
管片,has_Activity,粘模
管片,has_Activity,下料
管片,has_Activity,脱模
管片,has_Activity,收面
管片,has_Activity,养护
管片,has_Activity,蒸汽养护
管片,has_Activity,漫水养护
管片,has_Activity,搅拌
管片,has_Activity,浇筑
管片,has_Activity,静停
管片,has_Activity,蒸养
管片,has_Activity,混凝土振捣
管片,has_Activity,浇筑振捣
脱模,use_material,浆液
脱模,use_equipment,刀盘电机
脱模,use_material,混凝土
脱模,use_equipment,螺栓拧紧机
脱模,control_Parameter,环片拼装间隙强度等级
脱模,control_Parameter,温湿度
脱模,cause_Hazards,端面破损
脱模,use_equipment,液压千斤顶
脱模,use_equipment,模具
脱模,use_material,掺合料
脱模,control_Parameter,配合比
脱模,use_material,减水剂
脱模,use_equipment,测量传感器
脱模,cause_Hazards,偏位错台
脱模,use_material,脱模剂
脱模,use_material,水泥
脱模,use_equipment,驱动电机
脱模,control_Parameter,螺栓预紧力
脱模,control_Parameter,拼装间隙厚度测量值
脱模,use_equipment,注浆泵
脱模,use_equipment,钢模
脱模,use_material,外加剂
脱模,cause_Hazards,接缝开裂
脱模,control_Parameter,焊接时间
脱模,control_Parameter,螺栓预紧力含量
脱模,use_material,外加剂掺量
脱模,use_material,钢筋间距
脱模,use_material,止水带材质
脱模,cause_Hazards,掉皮
脱模,use_material,钢筋
脱模,control_Parameter,螺栓预紧力强度等级
脱模,control_Parameter,密封垫压缩量
脱模,use_equipment,顶推油缸
脱模,use_material,混凝土配合比
脱模,control_Parameter,试压强度
脱模,control_Parameter,设计强度
脱模,use_material,粉煤灰
脱模,use_material,钢筋保护层厚度
